"","mean","min","q01","q10","q25","median","q75","q90","q99","max"
"1",1.05559403780094,6.7346783004123e-10,0.000705431659271844,0.0159364499131256,0.0718547731959472,0.291001561855884,0.964535823532306,2.52466353638509,11.6871625255318,100
