"","mean","min","q01","q10","q25","median","q75","q90","q99","max"
"1",1.05489566208894,3.06925242437863e-10,0.000701034413686417,0.0158313689826178,0.0720333867623768,0.290673150889359,0.961743532203566,2.53403210085132,11.5857552548702,100
