"","mean","min","q01","q10","q25","median","q75","q90","q99","max"
"1",4.14887774682809,5.43921928350417e-10,9.71624803404363e-05,0.00790525298708116,0.0367007503301306,0.266008330366123,1.6837229376435,8.18451110756903,100,100
