"","mean","min","q01","q10","q25","median","q75","q90","q99","max"
"1",0.9757290165258,2.28279889866587e-09,0.000333598625528825,0.0174155949865632,0.0828045345244031,0.310130094634484,0.930262511089339,2.29000688413624,10.3313538367122,135.230177390662
