"","mean","min","q01","q10","q25","median","q75","q90","q99","max"
"1",0.940011637215488,5.6973057189455e-13,0.000327655413358743,0.0179653110446235,0.0833464339556234,0.309795388516589,0.916816329144649,2.22543728482486,9.66325388856959,100
